region,age_group,family_num,job,job_hk18,householder_job,income
1,30,4.0,3.0,0,11.0,300
1,40,5.0,5.0,0,15.0,700
3,40,4.0,1.0,1,2.0,450
1,30,1.0,6.0,0,0.0,250
0,40,4.0,10.0,0,2.0,350
3,30,1.0,6.0,0,0.0,200
1,30,3.0,6.0,0,18.0,200
6,40,4.0,1.0,1,7.0,376
0,40,3.0,1.0,1,8.0,430
0,40,3.0,11.0,0,11.0,230
2,50,3.0,5.0,0,5.0,350
1,60,3.0,1.0,0,3.0,230
1,40,4.0,6.0,0,5.0,400
1,60,2.0,1.0,1,16.0,300
4,60,2.0,1.0,1,16.0,100
0,40,4.0,1.0,1,4.0,500~599만원
6,30,2.0,1.0,1,14.0,180
0,40,5.0,2.0,0,2.0,400~449만원
1,30,5.0,1.0,1,3.0,280
2,30,5.0,1.0,1,16.0,40
1,40,3.0,2.0,0,1.0,600~699만원
0,40,4.0,1.0,1,4.0,380
0,30,4.0,1.0,0,3.0,280
5,50,4.0,1.0,0,11.0,500
1,50,3.0,1.0,1,1.0,150
0,40,5.0,1.0,1,2.0,230
1,30,5.0,1.0,1,6.0,500
1,40,5.0,4.0,0,3.0,280
0,40,4.0,10.0,0,8.0,500
0,40,3.0,1.0,1,6.0,800
11,30,3.0,3.0,0,0.0,300
2,30,1.0,1.0,0,0.0,150
10,60,1.0,1.0,1,0.0,50
0,30,3.0,1.0,1,1.0,450~499만원
0,50,4.0,3.0,0,4.0,1000
0,50,3.0,7.0,0,11.0,280
1,40,4.0,3.0,0,3.0,500~599만원
12,40,4.0,12.0,0,1.0,200
0,40,4.0,1.0,1,14.0,700
15,40,4.0,1.0,0,17.0,500
0,50,4.0,3.0,0,3.0,400~449만원
1,30,4.0,1.0,1,4.0,380
1,50,3.0,1.0,0,3.0,700
2,50,4.0,1.0,1,5.0,800
4,30,5.0,1.0,1,5.0,450
0,30,4.0,2.0,0,3.0,700만원이상
1,40,4.0,1.0,1,4.0,450~499만원
0,50,3.0,3.0,0,3.0,150
1,30,4.0,1.0,1,2.0,350
0,30,1.0,4.0,0,4.0,350
1,50,5.0,1.0,1,2.0,500~599만원
0,30,4.0,1.0,1,15.0,400
0,50,2.0,5.0,0,0.0,100
0,40,4.0,1.0,1,5.0,300
0,50,3.0,5.0,0,5.0,180
0,50,3.0,7.0,0,0.0,450
2,50,4.0,2.0,0,17.0,1250
1,60,3.0,1.0,0,4.0,500~599만원
1,50,2.0,1.0,1,2.0,380
3,60,2.0,1.0,1,21.0,200
8,50,3.0,3.0,0,4.0,580
0,50,2.0,3.0,0,11.0,400~449만원
1,40,6.0,4.0,0,2.0,280
0,50,4.0,1.0,1,1.0,280
1,40,3.0,1.0,0,11.0,600~699만원
0,40,4.0,1.0,1,1.0,350
12,60,2.0,1.0,1,3.0,250
0,40,2.0,4.0,0,4.0,400~449만원
8,60,2.0,3.0,0,16.0,170
1,60,3.0,1.0,1,14.0,300
1,50,4.0,1.0,1,5.0,600
0,30,4.0,2.0,0,11.0,280
1,50,4.0,1.0,1,2.0,230
0,40,5.0,1.0,1,14.0,350
0,40,2.0,5.0,0,5.0,550
1,40,5.0,1.0,1,2.0,400
0,30,4.0,1.0,0,1.0,150
0,50,3.0,1.0,1,4.0,300
1,40,5.0,1.0,0,11.0,400~449만원
1,60,1.0,1.0,1,0.0,100
1,30,4.0,1.0,1,4.0,350
1,50,2.0,1.0,0,1.0,500
0,50,4.0,3.0,0,3.0,400
1,40,4.0,1.0,0,1.0,350
0,30,4.0,4.0,0,4.0,400~449만원
1,60,2.0,1.0,1,2.0,150
0,30,5.0,1.0,1,13.0,55
1,50,3.0,1.0,1,2.0,150
0,30,4.0,1.0,1,11.0,230
1,40,4.0,1.0,1,1.0,400~449만원
2,50,1.0,13.0,0,0.0,400
12,50,2.0,7.0,0,2.0,100
1,40,4.0,2.0,0,5.0,500
10,30,2.0,3.0,0,13.0,470
0,50,4.0,1.0,1,11.0,280
0,40,5.0,1.0,0,2.0,300
1,50,4.0,1.0,1,4.0,500
0,50,4.0,2.0,0,11.0,280
14,30,3.0,4.0,0,13.0,360
0,40,3.0,7.0,0,2.0,350
1,40,4.0,8.0,0,6.0,500
1,30,3.0,1.0,1,6.0,400
0,40,4.0,1.0,1,5.0,450
0,60,2.0,3.0,0,3.0,320
0,30,4.0,1.0,1,4.0,150
0,40,4.0,7.0,0,13.0,700
0,40,3.0,1.0,1,13.0,620
7,60,1.0,1.0,1,0.0,50
1,50,3.0,1.0,0,0.0,300
15,30,4.0,3.0,0,3.0,500
7,60,3.0,1.0,1,16.0,290
0,50,4.0,1.0,1,16.0,400
0,40,5.0,3.0,0,2.0,300
0,40,4.0,2.0,0,11.0,280
0,40,4.0,7.0,0,4.0,280
0,40,5.0,1.0,1,4.0,750
1,40,6.0,2.0,0,4.0,600
0,40,4.0,1.0,1,2.0,700만원이상
0,40,4.0,1.0,1,4.0,400~449만원
1,50,1.0,1.0,0,1.0,230
1,40,4.0,1.0,1,1.0,300
1,60,3.0,1.0,1,8.0,1100
1,40,5.0,2.0,0,3.0,400~449만원
0,40,2.0,1.0,0,2.0,500~599만원
0,30,4.0,2.0,0,4.0,500
0,30,4.0,1.0,0,4.0,340
0,50,4.0,1.0,0,11.0,400~449만원
0,30,4.0,1.0,1,3.0,380
0,30,3.0,1.0,0,11.0,400~449만원
0,40,4.0,1.0,1,14.0,400
0,40,6.0,1.0,1,4.0,350
15,30,7.0,3.0,0,3.0,700
3,60,3.0,10.0,0,21.0,300
1,40,4.0,1.0,1,5.0,700
2,30,4.0,2.0,0,1.0,280
1,30,1.0,4.0,0,0.0,220
0,50,3.0,5.0,0,22.0,600
5,50,3.0,1.0,1,5.0,150
10,60,2.0,1.0,1,1.0,300
0,40,4.0,6.0,0,14.0,400
1,40,4.0,1.0,0,1.0,400
13,30,4.0,4.0,0,4.0,600
1,50,2.0,3.0,0,17.0,600
1,60,3.0,1.0,1,5.0,150
2,60,2.0,1.0,1,16.0,200
8,50,3.0,1.0,1,10.0,375
2,60,3.0,1.0,1,2.0,100
1,60,4.0,1.0,0,13.0,500
2,40,4.0,1.0,0,1.0,380
0,40,4.0,4.0,0,4.0,350
4,50,3.0,1.0,1,8.0,400
0,50,3.0,2.0,0,2.0,280
1,40,5.0,1.0,1,2.0,120
0,40,4.0,1.0,1,4.0,700
0,30,2.0,1.0,1,6.0,380
3,50,1.0,5.0,0,0.0,300
0,60,7.0,1.0,1,6.0,400
0,60,3.0,1.0,1,2.0,150
0,40,5.0,1.0,0,1.0,700
7,60,1.0,1.0,1,16.0,50
5,50,2.0,1.0,1,2.0,700
0,60,3.0,5.0,0,5.0,300
2,30,4.0,1.0,1,2.0,350
0,40,4.0,1.0,1,4.0,150
3,30,4.0,1.0,1,8.0,400
1,30,5.0,1.0,1,3.0,350
4,30,4.0,1.0,1,4.0,300
2,60,2.0,5.0,0,15.0,200
15,60,3.0,7.0,0,16.0,300
0,50,6.0,11.0,0,11.0,280
6,40,4.0,1.0,1,6.0,700
5,40,3.0,4.0,0,4.0,600
1,30,3.0,1.0,1,4.0,230
1,40,2.0,8.0,0,0.0,200
1,30,3.0,1.0,1,4.0,350
0,50,2.0,1.0,0,13.0,270
1,60,2.0,1.0,1,16.0,80
1,30,4.0,1.0,1,2.0,380
1,60,3.0,1.0,1,17.0,7000
1,60,5.0,1.0,1,16.0,600
3,40,4.0,5.0,0,10.0,500
6,60,2.0,1.0,1,16.0,80
0,30,4.0,1.0,1,4.0,280
0,60,2.0,10.0,0,18.0,300
0,40,4.0,1.0,1,8.0,380
0,50,4.0,1.0,1,7.0,150
0,30,4.0,1.0,0,7.0,150
9,30,3.0,1.0,1,24.0,240
10,30,4.0,9.0,0,9.0,600
9,30,3.0,1.0,1,3.0,270
10,30,5.0,9.0,0,13.0,500
8,40,2.0,8.0,0,18.0,1500
1,30,4.0,3.0,0,13.0,400
1,40,4.0,2.0,0,4.0,400
1,40,4.0,1.0,0,3.0,400~449만원
12,40,3.0,1.0,1,13.0,700
1,30,4.0,1.0,1,8.0,200
1,40,3.0,1.0,1,2.0,350
0,40,5.0,2.0,0,2.0,350
2,60,4.0,1.0,1,1.0,120
0,30,4.0,7.0,0,9.0,384
0,40,4.0,1.0,1,7.0,300
0,40,4.0,4.0,0,4.0,600
8,40,4.0,2.0,0,8.0,480
2,50,5.0,8.0,0,5.0,350
3,40,4.0,1.0,1,5.0,400
2,50,3.0,1.0,1,6.0,500
0,50,3.0,1.0,1,3.0,350
1,40,3.0,1.0,0,1.0,350
0,40,4.0,4.0,0,11.0,480
1,40,5.0,11.0,0,1.0,150
0,50,4.0,1.0,1,9.0,330
0,60,2.0,1.0,1,0.0,300
0,40,1.0,6.0,0,0.0,200
0,40,4.0,1.0,1,11.0,400
1,50,3.0,1.0,0,11.0,450
2,50,5.0,2.0,0,3.0,500~599만원
1,50,3.0,5.0,0,8.0,500
0,40,7.0,1.0,0,11.0,230
0,30,4.0,1.0,1,4.0,280
0,30,4.0,1.0,0,4.0,450~499만원
0,40,5.0,3.0,0,11.0,350
2,50,4.0,1.0,1,4.0,500
1,40,4.0,2.0,0,1.0,500~599만원
0,30,4.0,1.0,1,4.0,350
1,50,4.0,4.0,0,4.0,380
0,40,3.0,1.0,1,4.0,400~449만원
6,50,2.0,1.0,1,13.0,610
3,40,3.0,1.0,1,4.0,500
15,30,3.0,1.0,1,2.0,300
0,50,4.0,1.0,1,6.0,250
1,50,3.0,1.0,1,13.0,400
0,60,4.0,6.0,0,6.0,450
0,60,3.0,3.0,0,7.0,400
0,40,4.0,5.0,0,5.0,650
0,50,2.0,1.0,1,3.0,500~599만원
0,60,3.0,1.0,0,0.0,200
1,40,4.0,1.0,1,15.0,380
1,50,4.0,5.0,0,5.0,550
0,40,5.0,1.0,0,2.0,400
3,50,4.0,1.0,1,4.0,620
1,40,5.0,1.0,0,11.0,350
0,40,4.0,4.0,0,3.0,380
0,40,3.0,1.0,0,1.0,500
0,40,3.0,1.0,0,2.0,230
6,30,3.0,1.0,0,2.0,400
0,40,3.0,4.0,0,4.0,280
12,50,2.0,1.0,1,17.0,200
9,30,4.0,1.0,1,13.0,400
4,50,3.0,1.0,1,2.0,150
3,60,2.0,1.0,1,14.0,250
0,30,5.0,1.0,1,1.0,280
4,30,4.0,3.0,0,13.0,250
1,40,5.0,1.0,0,11.0,800
0,50,3.0,1.0,1,4.0,350
0,30,5.0,1.0,1,11.0,280
0,50,4.0,1.0,1,2.0,230
0,50,3.0,3.0,0,4.0,450
0,50,3.0,5.0,0,15.0,500
2,40,4.0,1.0,1,8.0,532
1,60,2.0,1.0,1,16.0,300
0,30,6.0,1.0,1,4.0,500~599만원
1,50,2.0,1.0,1,2.0,230
6,40,3.0,1.0,1,3.0,450
10,50,2.0,7.0,0,7.0,360
0,40,4.0,2.0,0,15.0,500
0,40,4.0,1.0,1,1.0,1000
1,40,4.0,1.0,0,1.0,600~699만원
1,50,3.0,1.0,1,4.0,400~449만원
0,30,4.0,1.0,0,4.0,150
0,60,2.0,1.0,1,2.0,200
0,30,4.0,1.0,1,1.0,200
0,40,3.0,1.0,1,4.0,700만원이상
0,30,5.0,2.0,0,2.0,400~449만원
0,40,4.0,3.0,0,11.0,400~449만원
0,40,4.0,1.0,1,2.0,300
1,60,4.0,1.0,1,1.0,150
5,40,4.0,1.0,1,6.0,350
0,40,4.0,1.0,1,2.0,600~699만원
0,40,3.0,1.0,0,0.0,230
1,40,3.0,5.0,0,5.0,400
10,40,3.0,9.0,0,17.0,500
1,50,5.0,2.0,0,2.0,400~449만원
7,40,5.0,1.0,1,4.0,300
2,40,4.0,1.0,1,4.0,380
0,30,3.0,1.0,1,11.0,230
2,40,4.0,1.0,1,11.0,280
0,60,1.0,1.0,1,0.0,210
1,60,2.0,7.0,0,3.0,300
1,50,3.0,1.0,1,4.0,230
0,40,4.0,1.0,1,2.0,450~499만원
5,40,4.0,1.0,1,5.0,300
0,50,2.0,1.0,1,1.0,300
0,30,2.0,3.0,0,3.0,500~599만원
8,50,5.0,8.0,0,14.0,600
12,40,4.0,1.0,0,7.0,400
0,30,4.0,4.0,0,2.0,500~599만원
0,50,3.0,1.0,0,13.0,650
1,50,5.0,7.0,0,11.0,230
1,40,4.0,2.0,0,2.0,350
1,30,4.0,1.0,1,4.0,380
0,50,2.0,10.0,0,0.0,130
0,60,3.0,1.0,1,2.0,500
0,40,4.0,1.0,0,11.0,230
0,50,4.0,1.0,1,4.0,1000
4,40,5.0,1.0,1,4.0,500
0,30,1.0,4.0,0,4.0,230
1,50,2.0,1.0,1,2.0,230
9,50,3.0,1.0,1,16.0,400
0,50,4.0,1.0,1,3.0,450
1,30,4.0,1.0,1,4.0,280
9,50,3.0,1.0,1,13.0,340
0,50,4.0,1.0,1,7.0,600
0,50,4.0,1.0,1,2.0,400~449만원
2,50,3.0,1.0,1,3.0,450
1,40,3.0,1.0,0,3.0,300
0,40,3.0,3.0,0,1.0,150
0,50,4.0,1.0,0,11.0,400~449만원
1,50,5.0,18.0,0,10.0,400
0,50,3.0,1.0,1,3.0,280
0,30,5.0,4.0,0,4.0,380
0,60,2.0,1.0,1,3.0,500
0,40,4.0,7.0,0,3.0,400
4,50,2.0,2.0,0,16.0,85
2,60,3.0,2.0,0,2.0,150
1,40,3.0,3.0,0,3.0,200
4,40,2.0,4.0,0,0.0,200
6,50,2.0,2.0,0,6.0,400
2,60,2.0,1.0,1,16.0,130
0,50,4.0,7.0,0,7.0,380
1,40,3.0,2.0,0,2.0,400~449만원
0,30,4.0,3.0,0,3.0,280
1,50,4.0,1.0,0,2.0,700
6,40,5.0,1.0,1,4.0,800
3,50,2.0,1.0,1,2.0,250
7,50,2.0,1.0,1,15.0,300
3,30,2.0,1.0,0,1.0,450
1,30,1.0,6.0,0,6.0,350
0,40,3.0,1.0,1,1.0,230
2,40,4.0,2.0,0,0.0,160
0,40,4.0,8.0,0,14.0,500
9,50,1.0,7.0,0,0.0,170
0,40,4.0,1.0,0,4.0,350
0,30,5.0,1.0,1,4.0,600
12,50,2.0,1.0,1,4.0,400
1,40,4.0,1.0,1,4.0,280
0,40,5.0,4.0,0,4.0,430
0,40,4.0,4.0,0,3.0,400
0,50,2.0,1.0,0,11.0,240
0,50,2.0,1.0,1,17.0,400
3,30,3.0,1.0,1,2.0,350
2,40,4.0,1.0,1,2.0,150
1,50,5.0,1.0,1,2.0,500
0,40,4.0,1.0,0,1.0,380
0,30,4.0,1.0,1,7.0,250
0,40,4.0,11.0,0,3.0,150
0,30,4.0,1.0,1,11.0,280
1,60,3.0,1.0,1,16.0,250
0,40,4.0,1.0,1,6.0,500
0,40,4.0,1.0,1,6.0,500
0,50,6.0,1.0,1,4.0,380
9,40,4.0,2.0,0,1.0,300
3,60,4.0,1.0,1,7.0,600
0,50,2.0,1.0,0,2.0,380
0,50,1.0,3.0,0,0.0,500
0,50,1.0,3.0,0,0.0,120
1,60,2.0,3.0,0,7.0,390
1,30,5.0,3.0,0,0.0,600
2,40,3.0,5.0,0,6.0,400
5,40,4.0,6.0,0,8.0,900
2,40,4.0,2.0,0,1.0,230
0,50,2.0,1.0,1,13.0,300
12,50,2.0,1.0,1,7.0,200
3,30,1.0,2.0,0,2.0,100
5,40,4.0,5.0,0,6.0,400
0,50,2.0,1.0,1,4.0,400
4,60,2.0,1.0,1,18.0,265
0,30,3.0,3.0,0,11.0,280
0,40,4.0,2.0,0,4.0,280
12,50,4.0,3.0,0,16.0,800
1,40,4.0,1.0,1,2.0,300
0,50,3.0,10.0,0,15.0,350
0,40,4.0,1.0,1,2.0,150
9,50,4.0,3.0,0,17.0,500
0,30,4.0,1.0,1,11.0,350
0,40,5.0,1.0,0,11.0,230
1,40,4.0,1.0,1,2.0,700만원이상
0,30,3.0,1.0,1,3.0,300
0,60,2.0,1.0,1,1.0,150
0,30,4.0,1.0,1,1.0,230
4,60,6.0,1.0,1,10.0,500
1,50,2.0,2.0,0,2.0,280
2,30,5.0,1.0,1,1.0,350
1,50,3.0,1.0,1,2.0,400
0,40,4.0,1.0,1,1.0,500
3,60,2.0,1.0,1,18.0,200
0,50,3.0,3.0,0,0.0,300
0,50,3.0,1.0,1,6.0,450
0,60,1.0,11.0,0,11.0,150
0,40,4.0,11.0,0,11.0,230
0,40,4.0,1.0,1,1.0,300
0,40,4.0,2.0,0,4.0,350
0,50,3.0,1.0,1,14.0,380
1,30,4.0,1.0,1,4.0,150
3,40,4.0,1.0,1,6.0,400
0,50,3.0,2.0,0,1.0,500~599만원
1,40,1.0,8.0,0,0.0,350
1,40,4.0,1.0,1,2.0,250
10,60,2.0,3.0,0,3.0,500
0,40,4.0,1.0,1,1.0,280
0,30,5.0,2.0,0,1.0,150
1,40,4.0,1.0,1,3.0,500~599만원
0,30,5.0,4.0,0,4.0,380
0,40,4.0,1.0,1,5.0,500
7,40,4.0,9.0,0,3.0,700
0,30,3.0,2.0,0,3.0,350
0,40,1.0,4.0,0,4.0,350
2,30,4.0,1.0,1,5.0,230
2,60,2.0,1.0,1,2.0,180
0,50,3.0,1.0,1,2.0,150
2,50,3.0,1.0,1,4.0,550
0,50,3.0,1.0,1,3.0,620
1,50,1.0,15.0,0,18.0,100
8,40,5.0,8.0,0,6.0,350
1,30,2.0,1.0,1,8.0,400
11,30,3.0,1.0,1,3.0,300
2,40,3.0,2.0,0,4.0,500~599만원
6,40,4.0,2.0,0,1.0,350
1,40,4.0,1.0,1,14.0,300
6,60,2.0,1.0,1,0.0,350
0,40,4.0,1.0,0,4.0,450~499만원
4,30,1.0,4.0,0,0.0,350
8,40,2.0,8.0,0,5.0,500
10,30,2.0,3.0,0,3.0,580
2,40,4.0,1.0,1,11.0,205
1,50,2.0,2.0,0,4.0,350
10,60,2.0,1.0,1,1.0,400
5,40,3.0,5.0,0,18.0,120
0,40,5.0,1.0,1,7.0,230
0,40,4.0,6.0,0,20.0,570
0,50,4.0,2.0,0,1.0,230
0,40,4.0,1.0,1,4.0,500~599만원
1,50,4.0,1.0,0,9.0,1300
1,30,1.0,3.0,0,0.0,270
1,40,4.0,1.0,0,3.0,280
0,40,4.0,4.0,0,2.0,230
1,30,6.0,1.0,1,3.0,350
1,50,2.0,1.0,1,14.0,350
3,30,4.0,1.0,1,2.0,350
14,40,3.0,7.0,0,13.0,400
3,40,3.0,7.0,0,3.0,300
0,30,4.0,1.0,1,1.0,280
1,30,5.0,1.0,1,11.0,350
2,40,2.0,10.0,0,0.0,90
0,40,5.0,1.0,1,4.0,430
2,30,1.0,4.0,0,0.0,250
1,50,2.0,2.0,0,6.0,300
1,30,1.0,3.0,0,3.0,200
0,50,3.0,1.0,1,2.0,280
0,50,5.0,2.0,0,2.0,450
8,50,1.0,13.0,0,0.0,300
1,30,4.0,4.0,0,4.0,350
3,30,1.0,6.0,0,0.0,150
1,40,2.0,3.0,0,3.0,800
1,50,4.0,1.0,1,5.0,700
11,60,2.0,1.0,1,16.0,150
1,30,5.0,1.0,0,3.0,390
0,40,4.0,4.0,0,2.0,150
1,50,4.0,1.0,1,1.0,280
13,50,3.0,3.0,0,1.0,500
5,40,2.0,1.0,1,17.0,300
0,30,5.0,1.0,0,2.0,230
1,60,2.0,1.0,1,5.0,200
4,40,3.0,1.0,1,6.0,800
0,60,5.0,1.0,1,21.0,108
1,40,4.0,4.0,0,11.0,500~599만원
3,40,4.0,1.0,1,8.0,300
0,40,4.0,2.0,0,2.0,150
5,40,4.0,1.0,0,9.0,700
2,30,3.0,3.0,0,4.0,470
0,40,3.0,2.0,0,6.0,700
1,40,5.0,1.0,1,11.0,350
0,30,3.0,1.0,1,11.0,230
1,60,3.0,1.0,1,9.0,800
1,40,4.0,1.0,0,3.0,400~449만원
0,30,5.0,1.0,0,2.0,230
0,50,4.0,1.0,1,2.0,280
1,50,2.0,1.0,0,11.0,350
0,30,7.0,2.0,0,2.0,700만원이상
0,40,4.0,4.0,0,4.0,300
1,50,4.0,1.0,1,1.0,280
0,40,5.0,6.0,0,6.0,550
1,50,4.0,1.0,1,4.0,700만원이상
0,40,4.0,1.0,0,4.0,400
0,40,3.0,4.0,0,4.0,700
1,30,1.0,12.0,0,0.0,250
2,40,5.0,1.0,0,1.0,350
0,50,2.0,1.0,1,6.0,400
1,30,1.0,3.0,0,0.0,210
1,60,3.0,1.0,1,14.0,650
3,60,2.0,1.0,1,1.0,150
0,50,1.0,14.0,0,0.0,450
1,40,5.0,5.0,0,15.0,800
1,60,1.0,1.0,1,16.0,370
0,50,2.0,7.0,0,13.0,480
2,40,4.0,2.0,0,11.0,280
3,40,4.0,1.0,1,6.0,350
2,40,4.0,1.0,0,1.0,350
2,60,2.0,4.0,0,1.0,250
2,60,2.0,1.0,1,20.0,200
11,30,3.0,3.0,0,0.0,245
0,40,3.0,14.0,0,6.0,600
0,40,4.0,1.0,1,2.0,450~499만원
1,30,4.0,1.0,1,2.0,350
1,40,4.0,1.0,0,1.0,700만원이상
0,30,4.0,1.0,1,4.0,350
0,40,2.0,1.0,0,1.0,400
5,60,3.0,1.0,1,8.0,270
1,40,6.0,1.0,0,1.0,350
6,50,3.0,1.0,1,16.0,370
4,50,1.0,10.0,0,0.0,90
0,30,5.0,1.0,1,4.0,450~499만원
0,50,4.0,1.0,1,11.0,350
0,30,4.0,1.0,1,4.0,350
0,60,4.0,1.0,1,8.0,700
0,40,3.0,2.0,0,2.0,150
0,40,2.0,1.0,1,2.0,200
1,50,3.0,1.0,1,20.0,150~200
0,40,4.0,4.0,0,4.0,600~699만원
0,50,4.0,1.0,1,13.0,500
2,30,4.0,1.0,1,4.0,280
0,30,6.0,1.0,1,3.0,350
2,40,4.0,2.0,0,5.0,450
2,60,3.0,1.0,1,10.0,370
1,60,3.0,1.0,1,1.0,150
1,50,4.0,1.0,0,11.0,450
5,40,4.0,6.0,0,6.0,440
0,60,2.0,21.0,0,21.0,360
2,30,3.0,1.0,1,1.0,230
0,30,4.0,1.0,1,2.0,150
2,30,4.0,1.0,1,1.0,230
1,40,3.0,5.0,0,5.0,350
1,50,4.0,3.0,0,11.0,150
6,40,3.0,1.0,1,6.0,650
0,50,4.0,3.0,0,13.0,500
5,40,4.0,6.0,0,5.0,400
0,30,3.0,1.0,1,4.0,400
0,50,4.0,5.0,0,15.0,450
6,50,2.0,1.0,1,6.0,650
0,50,4.0,4.0,0,3.0,500
0,30,4.0,4.0,0,3.0,700
1,40,3.0,1.0,1,6.0,400
11,30,5.0,3.0,0,2.0,300
1,40,3.0,8.0,0,18.0,300
0,30,4.0,1.0,1,4.0,350
0,50,3.0,2.0,0,11.0,300
4,30,4.0,1.0,1,2.0,350
10,50,2.0,1.0,1,1.0,300
0,40,4.0,1.0,1,4.0,700
1,50,3.0,1.0,1,2.0,350
1,40,4.0,1.0,1,6.0,310
4,50,3.0,1.0,0,4.0,250
2,40,4.0,2.0,0,13.0,380
5,60,2.0,1.0,1,8.0,200
7,60,2.0,1.0,1,2.0,100
0,30,1.0,4.0,0,4.0,230
0,40,2.0,1.0,0,0.0,130
1,30,5.0,1.0,1,2.0,280
1,40,3.0,1.0,0,1.0,230
0,40,4.0,1.0,1,14.0,500
2,30,4.0,3.0,0,4.0,600~699만원
0,30,6.0,1.0,1,11.0,150
1,40,4.0,1.0,1,3.0,450~499만원
0,40,4.0,4.0,0,4.0,300
0,40,4.0,11.0,0,1.0,280
0,50,3.0,1.0,1,1.0,150
0,40,4.0,1.0,1,2.0,150
0,40,4.0,1.0,1,3.0,230
0,40,4.0,2.0,0,4.0,350
2,30,4.0,1.0,1,3.0,500
6,30,4.0,1.0,1,20.0,250
8,50,5.0,8.0,0,5.0,600
1,40,6.0,1.0,1,1.0,400
3,50,3.0,1.0,1,5.0,400
0,30,4.0,4.0,0,4.0,350
1,40,2.0,2.0,0,2.0,230
0,40,4.0,1.0,1,4.0,350
4,50,3.0,1.0,1,6.0,600
2,60,3.0,1.0,0,7.0,500
1,40,4.0,1.0,1,1.0,350
4,50,4.0,1.0,1,14.0,200
2,50,4.0,1.0,1,13.0,600
1,50,4.0,1.0,1,8.0,380
0,40,4.0,2.0,0,2.0,350
0,30,4.0,1.0,1,2.0,450
1,50,2.0,1.0,1,11.0,400~449만원
1,50,3.0,1.0,0,11.0,420
2,30,4.0,1.0,1,2.0,350
0,40,4.0,7.0,0,13.0,400
0,40,4.0,1.0,1,4.0,380
1,40,4.0,1.0,0,1.0,350
0,50,4.0,1.0,1,11.0,350
2,50,2.0,1.0,0,1.0,200
0,40,4.0,1.0,1,4.0,380
0,50,4.0,5.0,0,5.0,370
7,40,2.0,1.0,0,1.0,250
0,40,3.0,4.0,0,4.0,500
1,40,4.0,1.0,0,4.0,400~449만원
1,30,6.0,1.0,1,3.0,280
1,50,3.0,1.0,1,20.0,280
2,50,1.0,1.0,0,0.0,300
1,40,2.0,2.0,0,2.0,280
8,40,5.0,6.0,0,6.0,800
8,30,3.0,1.0,1,1.0,250
1,60,2.0,1.0,1,16.0,400
5,40,5.0,1.0,1,3.0,500
5,60,2.0,1.0,1,2.0,20
0,30,3.0,1.0,1,2.0,450~499만원
1,30,4.0,1.0,1,6.0,608
0,50,3.0,6.0,0,0.0,380
0,60,3.0,1.0,0,13.0,500
0,50,3.0,1.0,1,2.0,230
1,60,3.0,17.0,0,7.0,500
0,40,4.0,1.0,1,2.0,450
4,60,1.0,1.0,1,1.0,100
1,50,3.0,2.0,0,0.0,250
1,40,4.0,3.0,0,1.0,150
0,30,9.0,1.0,1,20.0,300
11,30,3.0,9.0,0,9.0,450
1,60,3.0,7.0,0,7.0,300
0,50,5.0,7.0,0,7.0,500
0,40,4.0,1.0,1,2.0,700만원이상
1,50,3.0,1.0,0,3.0,450~499만원
14,30,1.0,12.0,0,0.0,230
1,50,2.0,1.0,1,11.0,300
2,50,4.0,1.0,1,11.0,280
0,30,4.0,1.0,1,11.0,230
1,30,4.0,1.0,1,3.0,150
0,40,3.0,1.0,1,3.0,400~449만원
1,40,4.0,1.0,0,1.0,280
2,40,3.0,1.0,0,2.0,150
0,50,4.0,1.0,1,5.0,500
0,50,3.0,5.0,0,6.0,400
0,50,1.0,2.0,0,2.0,150
1,40,3.0,1.0,1,4.0,500
2,30,5.0,7.0,0,3.0,380
0,60,1.0,6.0,0,0.0,200
3,60,2.0,1.0,1,10.0,200
1,50,4.0,1.0,0,3.0,380
0,50,2.0,1.0,1,1.0,150
13,50,3.0,1.0,0,13.0,850
0,60,4.0,3.0,0,4.0,970
0,30,4.0,1.0,1,1.0,230
0,50,3.0,1.0,0,1.0,400
4,40,3.0,15.0,0,14.0,400
5,30,6.0,1.0,1,8.0,400
1,40,4.0,1.0,1,11.0,280
1,50,3.0,1.0,1,9.0,350
2,30,2.0,1.0,0,11.0,280
3,60,2.0,1.0,1,16.0,120
4,60,2.0,1.0,1,19.0,90
0,50,3.0,1.0,1,3.0,500~599만원
0,40,4.0,2.0,0,2.0,600~699만원
0,40,4.0,1.0,0,4.0,300
2,40,3.0,4.0,0,11.0,450
0,40,4.0,1.0,1,3.0,280
0,40,4.0,1.0,1,2.0,280
1,30,4.0,1.0,0,1.0,250
0,50,4.0,1.0,1,2.0,1500
0,40,4.0,1.0,1,3.0,280
6,40,4.0,13.0,0,17.0,500
0,40,4.0,3.0,0,3.0,150
2,30,4.0,1.0,1,2.0,150
0,30,5.0,4.0,0,7.0,380
8,30,3.0,1.0,1,4.0,230
1,60,2.0,1.0,1,16.0,250
0,40,3.0,1.0,1,4.0,450~499만원
8,30,4.0,3.0,0,13.0,400
1,30,3.0,4.0,0,2.0,400~449만원
0,60,2.0,1.0,1,3.0,500
0,40,3.0,1.0,1,4.0,580
1,50,4.0,2.0,0,2.0,280
4,60,1.0,1.0,1,0.0,130
0,40,4.0,1.0,1,6.0,500
